:ID,identifier:String,name:String,:LABEL
Q18045791,Q18045791,DCLRE1B,Gene
Q18048115,Q18048115,FCHSD1,Gene
Q18041912,Q18041912,POMGNT1,Gene
Q18042574,Q18042574,THAP10,Gene
Q18033884,Q18033884,COX7A2L,Gene
Q18026208,Q18026208,GMPR,Gene
Q18048865,Q18048865,IL17F,Gene
Q18049912,Q18049912,CST9,Gene
Q18042749,Q18042749,POGLUT1,Gene
Q17859961,Q17859961,CDH11,Gene
Q18041347,Q18041347,RETSAT,Gene
Q18058032,Q18058032,MIR126,Gene
Q17909217,Q17909217,CREB1,Gene
Q18042106,Q18042106,PSENEN,Gene
Q18056118,Q18056118,ZNF773,Gene
Q14912399,Q14912399,FLT3,Gene
Q18047860,Q18047860,RNFT2,Gene
Q18059813,Q18059813,PPIAL4G,Gene
Q18037278,Q18037278,WBP1,Gene
Q18053138,Q18053138,ALG14,Gene
Q18250402,Q18250402,EPHB2,Gene
Q18049187,Q18049187,RNF166,Gene
Q18037820,Q18037820,ZNF385A,Gene
Q18037184,Q18037184,OTP,Gene
Q18075110,Q18075110,MIR6723,Gene
Q18054622,Q18054622,PNPLA1,Gene
Q18057925,Q18057925,OR5H14,Gene
Q18065779,Q18065779,ZNF783,Gene
Q18036659,Q18036659,FAIM2,Gene
Q18052544,Q18052544,OR7D2,Gene
Q18039458,Q18039458,IGKV1D-13,Gene
Q18041932,Q18041932,SLC48A1,Gene
Q18042755,Q18042755,ADPRM,Gene
Q18047351,Q18047351,FAM234A,Gene
Q17913616,Q17913616,DDIT3,Gene
Q18030221,Q18030221,NRTN,Gene
Q18036147,Q18036147,CDC42EP1,Gene
Q18080537,Q18080537,MIR6825,Gene
Q18047580,Q18047580,APOPT1,Gene
Q18056631,Q18056631,GRXCR1,Gene
Q18038273,Q18038273,TIMM10B,Gene
Q18047546,Q18047546,UQCC2,Gene
Q17916939,Q17916939,EPHA8,Gene
Q18045988,Q18045988,CCDC86,Gene
Q18041307,Q18041307,DEF8,Gene
Q18058151,Q18058151,MIR296,Gene
Q18033211,Q18033211,PEA15,Gene
Q14865307,Q14865307,MAPT,Gene
Q18030957,Q18030957,PTPRZ1,Gene
Q18030465,Q18030465,PEX10,Gene
Q18051993,Q18051993,CCNYL1,Gene
Q18049783,Q18049783,KLHDC9,Gene
Q18060735,Q18060735,LRTM2,Gene
Q18061049,Q18061049,MIR588,Gene
Q18038559,Q18038559,MLH3,Gene
Q18052316,Q18052316,RBM33,Gene
Q18046491,Q18046491,PDZD7,Gene
Q20777839,Q20777839,MIR4307,Gene
Q18034717,Q18034717,KIAA0125,Gene
Q18039669,Q18039669,NPC1L1,Gene
Q18061280,Q18061280,CT47A2,Gene
Q18053211,Q18053211,CENPX,Gene
Q18047012,Q18047012,MOB2,Gene
Q18027676,Q18027676,IGFBP2,Gene
Q18056770,Q18056770,OR51Q1,Gene
Q18037222,Q18037222,GLTSCR1L,Gene
Q18026283,Q18026283,GNL1,Gene
Q18047380,Q18047380,HORMAD1,Gene
Q18056221,Q18056221,NHLRC1,Gene
Q18058304,Q18058304,MXRA7,Gene
Q18059385,Q18059385,TMEM91,Gene
Q18035634,Q18035634,SIX2,Gene
Q18037847,Q18037847,CHMP2B,Gene
Q18047127,Q18047127,LAS1L,Gene
Q18036573,Q18036573,RPH3A,Gene
Q18046304,Q18046304,NSUN7,Gene
Q18024968,Q18024968,GAGE1,Gene
Q18035349,Q18035349,PRG3,Gene
Q18035084,Q18035084,LPCAT3,Gene
Q18030344,Q18030344,PALM,Gene
Q18041058,Q18041058,RHOF,Gene
Q18049570,Q18049570,SEPT12,Gene
Q18046990,Q18046990,OR2T7,Gene
Q18050504,Q18050504,DNAJC21,Gene
Q18046748,Q18046748,SRCIN1,Gene
Q18046825,Q18046825,ZNRD1ASP,Gene
Q18036996,Q18036996,SYT11,Gene
Q18035024,Q18035024,ACTR2,Gene
Q18046188,Q18046188,MRPL24,Gene
Q18031354,Q18031354,S100A9,Gene
Q18080681,Q18080681,MIR6780B,Gene
Q18031596,Q18031596,SMARCB1,Gene
Q18058146,Q18058146,MIR27A,Gene
Q18031672,Q18031672,SPINK2,Gene
Q14912063,Q14912063,GDF6,Gene
Q18038177,Q18038177,TIAM2,Gene
Q18042344,Q18042344,SERTAD4,Gene
Q18033315,Q18033315,ADAM7,Gene
Q4353754,Q4353754,AHCY,Gene
Q18033774,Q18033774,PKD2L1,Gene
Q18051668,Q18051668,SMIM17,Gene
Q18068783,Q18068783,MIR4735,Gene
Q18039993,Q18039993,SH3GLB1,Gene
Q18031942,Q18031942,TMBIM6,Gene
Q18033531,Q18033531,CACNA1G,Gene
Q18053131,Q18053131,U2AF1L4,Gene
Q18040143,Q18040143,UBAP1,Gene
Q18061838,Q18061838,ZNF75CP,Gene
Q14905340,Q14905340,SLC12A3,Gene
Q18035592,Q18035592,CGRRF1,Gene
Q18060404,Q18060404,SRGAP2B,Gene
Q18042267,Q18042267,PCDHB9,Gene
Q18046544,Q18046544,MYO15B,Gene
Q18061849,Q18061849,BORCS8,Gene
Q18034324,Q18034324,PGS1,Gene
Q18058575,Q18058575,RPS26P11,Gene
Q18041486,Q18041486,TMEM255A,Gene
Q18033470,Q18033470,GGH,Gene
Q18038244,Q18038244,SEZ6L2,Gene
Q18053230,Q18053230,PDE12,Gene
Q18047518,Q18047518,POLDIP3,Gene
Q18056122,Q18056122,SVBP,Gene
Q18055150,Q18055150,KRTAP23-1,Gene
Q18043136,Q18043136,ZNF624,Gene
Q18036992,Q18036992,PMPCA,Gene
Q18049125,Q18049125,FLYWCH2,Gene
Q17927069,Q17927069,FANCD2,Gene
Q18038787,Q18038787,ZNF638,Gene
Q18033203,Q18033203,EIF4G3,Gene
Q18042555,Q18042555,UBQLN4,Gene
Q18039534,Q18039534,ACAD9,Gene
Q18059895,Q18059895,GAGE2B,Gene
Q18045271,Q18045271,AVPI1,Gene
Q18049300,Q18049300,RLN3,Gene
Q14864152,Q14864152,KRT7,Gene
Q18029753,Q18029753,MYH11,Gene
Q18032389,Q18032389,XPA,Gene
Q15316744,Q15316744,NUP62,Gene
Q5514181,Q5514181,GPM6A,Gene
Q14913588,Q14913588,CST3,Gene
Q18026887,Q18026887,HGFAC,Gene
Q18069048,Q18069048,MIR378F,Gene
Q18036684,Q18036684,FNBP1,Gene
Q15313240,Q15313240,NR2E1,Gene
Q18033876,Q18033876,SLC28A2,Gene
Q18034821,Q18034821,ZBTB39,Gene
Q18068222,Q18068222,MUC22,Gene
Q18026265,Q18026265,GNG7,Gene
Q17853510,Q17853510,ZFP36L2,Gene
Q18025185,Q18025185,GABRP,Gene
Q18031820,Q18031820,TAF2,Gene
Q18041811,Q18041811,NCBP3,Gene
Q18047785,Q18047785,BUD13,Gene
Q18056550,Q18056550,NOTCH2NL,Gene
Q18036134,Q18036134,BTN3A1,Gene
Q18068473,Q18068473,MIR4731,Gene
Q18048942,Q18048942,TSPEAR-AS2,Gene
Q18058416,Q18058416,HNRNPCL2,Gene
Q18047540,Q18047540,FAM213A,Gene
Q18032071,Q18032071,TP53BP1,Gene
Q18034601,Q18034601,ST18,Gene
Q18050904,Q18050904,ABHD16B,Gene
Q18032294,Q18032294,UPK2,Gene
Q18047269,Q18047269,RBP5,Gene
Q18032501,Q18032501,ZNF138,Gene
Q18033500,Q18033500,CDC16,Gene
Q18030445,Q18030445,PEG3,Gene
Q18032800,Q18032800,COLQ,Gene
Q18051905,Q18051905,WFDC5,Gene
Q18046505,Q18046505,WLS,Gene
Q18057969,Q18057969,CTXN1,Gene
Q18040986,Q18040986,CYTL1,Gene
Q18027961,Q18027961,INSM1,Gene
Q18038698,Q18038698,SIGLEC8,Gene
Q18031783,Q18031783,SULT2B1,Gene
Q18032896,Q18032896,SOX14,Gene
Q18046126,Q18046126,BIRC7,Gene
Q18061293,Q18061293,NUTM2D,Gene
Q18029573,Q18029573,MTNR1A,Gene
Q18037681,Q18037681,CBY1,Gene
Q390540,Q390540,EDNRA,Gene
Q18036636,Q18036636,SORCS3,Gene
Q18040536,Q18040536,POLR3K,Gene
Q20768750,Q20768750,MIR4254,Gene
Q18040207,Q18040207,KRCC1,Gene
Q14889263,Q14889263,FABP4,Gene
Q18052553,Q18052553,ZNF383,Gene
Q18032431,Q18032431,ZNF12,Gene
Q18052444,Q18052444,USP54,Gene
Q18033076,Q18033076,YBX3,Gene
Q18031625,Q18031625,SNRPB,Gene
Q18029161,Q18029161,MAP3K11,Gene
Q18041961,Q18041961,RABL6,Gene
Q18031251,Q18031251,RPL27,Gene
Q18035255,Q18035255,DLEU1,Gene
Q18037033,Q18037033,RPRD2,Gene
Q18042218,Q18042218,PCDHGB7,Gene
Q18046107,Q18046107,OR51B2,Gene
Q18041765,Q18041765,AGPAT5,Gene
Q18050908,Q18050908,CCM2L,Gene
Q18068799,Q18068799,MIR4511,Gene
Q18052886,Q18052886,SUPT20HL2,Gene
Q18055874,Q18055874,ZACN,Gene
Q18038971,Q18038971,IGHV3-20,Gene
Q18050911,Q18050911,BRI3BP,Gene
Q18031335,Q18031335,RTN1,Gene
Q18069414,Q18069414,MIR5090,Gene
Q18046267,Q18046267,SAP30L,Gene
Q18048787,Q18048787,PAXBP1,Gene
Q18049301,Q18049301,TWIST2,Gene
Q18055891,Q18055891,KRTAP10-10,Gene
Q18045826,Q18045826,MRPL38,Gene
Q18052559,Q18052559,LGI4,Gene
Q18037217,Q18037217,MACF1,Gene
Q18047295,Q18047295,TTTY12,Gene
Q18054278,Q18054278,KCTD1,Gene
Q18035419,Q18035419,SLC9A6,Gene
Q18039732,Q18039732,DMGDH,Gene
Q18051029,Q18051029,CST11,Gene
Q18061810,Q18061810,GOLGA8CP,Gene
Q18037569,Q18037569,SLC7A11,Gene
Q18040890,Q18040890,MIS18A,Gene
Q18031571,Q18031571,SLC17A1,Gene
Q18035983,Q18035983,LMAN2,Gene
Q18022552,Q18022552,LOC107984050,Gene
Q18062542,Q18062542,MIR509-3,Gene
Q18030678,Q18030678,PPARD,Gene
Q18049053,Q18049053,CSMD2,Gene
Q18048424,Q18048424,CEP95,Gene
Q18052206,Q18052206,FAM218A,Gene
Q18031516,Q18031516,SKP2,Gene
Q18047036,Q18047036,NDEL1,Gene
Q18050364,Q18050364,H1FOO,Gene
Q18041804,Q18041804,PIDD1,Gene
Q18029677,Q18029677,MUSK,Gene
Q18034533,Q18034533,MTFR1,Gene
Q18040051,Q18040051,HN1,Gene
Q18056715,Q18056715,CFAP77,Gene
Q18075282,Q18075282,MIR6831,Gene
Q18032424,Q18032424,ZNF3,Gene
Q18038533,Q18038533,SEC22A,Gene
Q18060626,Q18060626,GPR89A,Gene
Q18046037,Q18046037,LENG1,Gene
Q18046374,Q18046374,TLE6,Gene
Q18035857,Q18035857,SPINT3,Gene
Q18067979,Q18067979,LINC01006,Gene
Q18069307,Q18069307,MIR5000,Gene
Q18039816,Q18039816,PODXL2,Gene
Q17913576,Q17913576,GADD45A,Gene
Q18035887,Q18035887,PPP1R13L,Gene
Q18046388,Q18046388,KDM8,Gene
Q18049574,Q18049574,SNX20,Gene
Q14906123,Q14906123,FOS,Gene
Q18035171,Q18035171,IGSF6,Gene
Q18039939,Q18039939,ZBTB7B,Gene
Q14914358,Q14914358,FGFR3,Gene
Q18053201,Q18053201,TVP23C,Gene
Q18038813,Q18038813,CECR6,Gene
Q18030253,Q18030253,TBC1D25,Gene
Q18055867,Q18055867,LCE3A,Gene
Q18058803,Q18058803,PRY2,Gene
Q18036146,Q18036146,KPTN,Gene
Q18032774,Q18032774,SYN3,Gene
Q18054237,Q18054237,C17orf58,Gene
Q14905777,Q14905777,OCLN,Gene
Q15311620,Q15311620,NIPBL,Gene
Q18030151,Q18030151,NINJ2,Gene
Q18054112,Q18054112,OR6C6,Gene
Q18080284,Q18080284,MIR6881,Gene
Q18045984,Q18045984,DSCC1,Gene
Q18041080,Q18041080,FAM35A,Gene
Q18040047,Q18040047,SLC45A2,Gene
Q18053872,Q18053872,CATSPERD,Gene
Q18052876,Q18052876,ZNF169,Gene
Q18038560,Q18038560,NPHP3,Gene
Q18036205,Q18036205,LZTS1,Gene
Q18049339,Q18049339,ANKRD22,Gene
Q18051403,Q18051403,CEP128,Gene
Q18028126,Q18028126,KCNA6,Gene
Q18052193,Q18052193,NIPAL1,Gene
Q18075113,Q18075113,MIR6724-1,Gene
Q18041101,Q18041101,SGTB,Gene
Q18032864,Q18032864,HIST1H4J,Gene
Q18048978,Q18048978,LACTB,Gene
Q18047786,Q18047786,PLCD4,Gene
Q18052863,Q18052863,OLFML2A,Gene
Q18044555,Q18044555,NCOA5,Gene
Q18047954,Q18047954,PHYKPL,Gene
Q18048923,Q18048923,ZBED6CL,Gene
Q18032631,Q18032631,RNF103,Gene
Q14905193,Q14905193,MUT,Gene
Q18035490,Q18035490,RABAC1,Gene
Q18031890,Q18031890,TRAV6,Gene
Q18051841,Q18051841,SAMD13,Gene
Q18049829,Q18049829,OR14L1P,Gene
Q18046296,Q18046296,ANKRD55,Gene
Q14911607,Q14911607,NCSTN,Gene
Q18035042,Q18035042,ENAM,Gene
Q18030727,Q18030727,PPP2R5C,Gene
Q18053479,Q18053479,CPNE2,Gene
Q18045751,Q18045751,MICAL1,Gene
Q20969902,Q20969902,PRR36,Gene
Q18054415,Q18054415,DUSP28,Gene
Q17916097,Q17916097,CELA1,Gene
Q18045707,Q18045707,CTAGE1,Gene
Q18044768,Q18044768,NEUROD4,Gene
Q18075014,Q18075014,MIR6076,Gene
Q18053569,Q18053569,TSPO2,Gene
Q18068805,Q18068805,MIR4732,Gene
Q18027304,Q18027304,HSBP1,Gene
Q17855648,Q17855648,CAMK2A,Gene
Q18035502,Q18035502,SORBS1,Gene
Q18055577,Q18055577,KIAA1211L,Gene
Q18047729,Q18047729,MS4A14,Gene
Q18068554,Q18068554,MIR4453,Gene
Q18262979,Q18262979,LURAP1,Gene
Q14880373,Q14880373,CD44,Gene
Q18041495,Q18041495,CCDC40,Gene
Q18039920,Q18039920,EMC9,Gene
Q18042017,Q18042017,NUP133,Gene
Q18037219,Q18037219,ZFYVE26,Gene
Q18046780,Q18046780,THAP7,Gene
Q18052536,Q18052536,ZNF600,Gene
Q18028067,Q18028067,ITPK1,Gene
Q18027886,Q18027886,IL15RA,Gene
Q18056163,Q18056163,NAT16,Gene
Q18053632,Q18053632,SLC17A8,Gene
Q17854107,Q17854107,C4A,Gene
Q18032541,Q18032541,ZNF213,Gene
Q18049661,Q18049661,IZUMO2,Gene
Q18054345,Q18054345,C1orf185,Gene
Q18039282,Q18039282,TRAJ4,Gene
Q18033403,Q18033403,SUCLG2,Gene
Q18032882,Q18032882,OR1E3,Gene
Q18047216,Q18047216,TEX101,Gene
Q18053846,Q18053846,GK5,Gene
Q18025304,Q18025304,GALE,Gene
Q5156407,Q5156407,C7,Gene
Q18027559,Q18027559,IDI1,Gene
Q18058287,Q18058287,DENND6B,Gene
Q18038127,Q18038127,GAPVD1,Gene
Q18065649,Q18065649,MTRNR2L7,Gene
Q18025996,Q18025996,GJB2,Gene
Q18037089,Q18037089,TRIM2,Gene
Q18056491,Q18056491,RPRML,Gene
Q18052400,Q18052400,ZNF483,Gene
Q18042159,Q18042159,CTTNBP2NL,Gene
Q18047794,Q18047794,SFT2D3,Gene
Q18054418,Q18054418,EOGT,Gene
Q18052514,Q18052514,ZFP1,Gene
Q18052479,Q18052479,STOML3,Gene
Q18037023,Q18037023,PLCB1,Gene
Q18033471,Q18033471,CFLAR,Gene
Q18032468,Q18032468,ZNF73,Gene
Q18048397,Q18048397,ZNF799,Gene
Q18046772,Q18046772,UPK3B,Gene
Q14865358,Q14865358,TYR,Gene
Q18036601,Q18036601,SEPHS1,Gene
Q18047377,Q18047377,PLEKHN1,Gene
Q18058118,Q18058118,MIR210,Gene
Q18042332,Q18042332,SUSD2,Gene
Q18028678,Q18028678,LSP1,Gene
Q18052977,Q18052977,KCNG3,Gene
Q18049067,Q18049067,KLHL32,Gene
Q18029818,Q18029818,PPP1R12A,Gene
Q18032754,Q18032754,SLC14A2,Gene
Q18043056,Q18043056,SLC12A5,Gene
Q18042085,Q18042085,PECR,Gene
Q18046389,Q18046389,QSER1,Gene
Q18080621,Q18080621,MIR6730,Gene
Q18047578,Q18047578,DYDC2,Gene
Q14860763,Q14860763,SERPINA6,Gene
Q804508,Q804508,BPI,Gene
Q18047758,Q18047758,USP30,Gene
Q18035195,Q18035195,SF3A1,Gene
Q18036733,Q18036733,CUL9,Gene
Q18045003,Q18045003,DLGAP3,Gene
Q18036172,Q18036172,NUDT6,Gene
Q18050194,Q18050194,TMEM42,Gene
Q18048677,Q18048677,CCDC102A,Gene
Q18055590,Q18055590,CDKL4,Gene
Q18080516,Q18080516,MIR6715A,Gene
Q18045456,Q18045456,PAPPA2,Gene
Q18031834,Q18031834,MAP3K7,Gene
Q17916976,Q17916976,STX2,Gene
Q18049799,Q18049799,OR2T4,Gene
Q18060087,Q18060087,NAP1L6,Gene
Q18033098,Q18033098,MAPKAPK5,Gene
Q18056069,Q18056069,USP50,Gene
Q18038281,Q18038281,IL36RN,Gene
Q18042841,Q18042841,ANKMY2,Gene
Q18052435,Q18052435,H2BFWT,Gene
Q18042278,Q18042278,PCDHAC1,Gene
Q14905639,Q14905639,DCD,Gene
Q18031517,Q18031517,SLA,Gene
Q18047472,Q18047472,TBC1D3F,Gene
Q18033834,Q18033834,NMI,Gene
Q18030509,Q18030509,PGM5,Gene
Q18043047,Q18043047,PPM1H,Gene
Q18049810,Q18049810,MYOM3,Gene
Q18047434,Q18047434,RPF2,Gene
Q18027850,Q18027850,CXCR2,Gene
Q18046339,Q18046339,GRTP1,Gene
Q18052273,Q18052273,CFAP206,Gene
Q18061095,Q18061095,MIR619,Gene
Q18041626,Q18041626,SMG8,Gene
Q18030660,Q18030660,POLRMT,Gene
Q18051453,Q18051453,PRR35,Gene
Q18044599,Q18044599,TRIB3,Gene
Q20970159,Q20970159,LOC102724770,Gene
Q18060445,Q18060445,ANHX,Gene
Q18047486,Q18047486,RHBDD1,Gene
Q18031497,Q18031497,ST6GAL1,Gene
Q5427450,Q5427450,FZD9,Gene
Q18033840,Q18033840,INA,Gene
Q17916029,Q17916029,EEF1D,Gene
Q18036420,Q18036420,PDCD10,Gene
Q14912985,Q14912985,HADHB,Gene
Q18058168,Q18058168,MIR320A,Gene
Q18035945,Q18035945,TCERG1,Gene
Q14327752,Q14327752,HSD11B1,Gene
Q18055858,Q18055858,LCE1C,Gene
Q18065630,Q18065630,NPIPA5,Gene
Q18049971,Q18049971,OR9A4,Gene
Q18041506,Q18041506,VPS37C,Gene
Q18046203,Q18046203,NAA16,Gene
Q18038799,Q18038799,KCNMB4,Gene
Q14904899,Q14904899,EPOR,Gene
Q18031454,Q18031454,SRSF1,Gene
Q18043134,Q18043134,CC2D2A,Gene
Q18047085,Q18047085,OR5V1,Gene
Q18044733,Q18044733,CADM3,Gene
Q17710494,Q17710494,ADRA1A,Gene
Q18045733,Q18045733,TNS3,Gene
Q14906548,Q14906548,CTSG,Gene
Q17862017,Q17862017,AP3S1,Gene
Q18033969,Q18033969,TAAR3,Gene
Q18049888,Q18049888,C20orf85,Gene
Q18033963,Q18033963,WDR46,Gene
Q18042327,Q18042327,LMOD3,Gene
Q18045551,Q18045551,MCCC2,Gene
Q18033071,Q18033071,DGKE,Gene
Q18052203,Q18052203,ZNF595,Gene
Q18036094,Q18036094,UBE2C,Gene
Q20764168,Q20764168,MIR6839,Gene
Q18080798,Q18080798,MIR7851,Gene
Q18040550,Q18040550,ERAP1,Gene
Q18049556,Q18049556,NOXO1,Gene
Q18046393,Q18046393,PIP4K2C,Gene
Q18049728,Q18049728,LRRC25,Gene
Q18047389,Q18047389,NSRP1,Gene
Q18036022,Q18036022,CCDC85B,Gene
Q18055403,Q18055403,NRBP2,Gene
Q18052480,Q18052480,FAM71D,Gene
Q18037029,Q18037029,PDS5A,Gene
Q18047391,Q18047391,RAB6C,Gene
Q18068832,Q18068832,MIR4711,Gene
Q18031642,Q18031642,SOD3,Gene
Q18036435,Q18036435,SLC6A14,Gene
Q18044879,Q18044879,CREBZF,Gene
Q18058162,Q18058162,MIR30C1,Gene
Q18033111,Q18033111,THOC5,Gene
Q18029082,Q18029082,MGAT3,Gene
Q18035618,Q18035618,CERS1,Gene
Q18041647,Q18041647,LGI2,Gene
Q18036432,Q18036432,PTGDR2,Gene
Q18041004,Q18041004,SASH3,Gene
Q18051444,Q18051444,BEAN1,Gene
Q18036305,Q18036305,CEP250,Gene
Q18047638,Q18047638,JAGN1,Gene
Q18038193,Q18038193,OPTC,Gene
Q18033192,Q18033192,EIF3A,Gene
Q18040035,Q18040035,RNFT1,Gene
Q18080330,Q18080330,MIR7152,Gene
Q18054323,Q18054323,VSTM1,Gene
Q18027193,Q18027193,HOXC10,Gene
Q18061330,Q18061330,PI4KAP1,Gene
Q18261926,Q18261926,FASTK,Gene
Q18033968,Q18033968,TAAR2,Gene
Q18037148,Q18037148,PPWD1,Gene
Q18032369,Q18032369,WNT2B,Gene
Q18047124,Q18047124,ARPC5L,Gene
Q18058436,Q18058436,TRIM67,Gene
Q18057982,Q18057982,CACTIN-AS1,Gene
Q18038378,Q18038378,RPS6KC1,Gene
Q20763044,Q20763044,MIR4316,Gene
Q14914201,Q14914201,ATIC,Gene
Q18031617,Q18031617,SNAPC2,Gene
Q20763611,Q20763611,C5orf67,Gene
Q18045297,Q18045297,EXOC4,Gene
Q18051093,Q18051093,CWF19L2,Gene
Q18051767,Q18051767,HIPK4,Gene
Q18029714,Q18029714,MYCL,Gene
Q18048901,Q18048901,SLC46A1,Gene
Q18045762,Q18045762,CEP85,Gene
Q18049599,Q18049599,B4GALNT2,Gene
Q18060549,Q18060549,GOLGA8S,Gene
Q18032530,Q18032530,ZNF189,Gene
Q18037004,Q18037004,TBC1D1,Gene
Q18032954,Q18032954,KLF11,Gene
Q18032697,Q18032697,KAT6A,Gene
Q18045129,Q18045129,CACNG7,Gene
Q18051629,Q18051629,SPACA6,Gene
Q18035972,Q18035972,AP3M2,Gene
Q3604529,Q3604529,FASN,Gene
Q17910087,Q17910087,CRYBA2,Gene
Q18036366,Q18036366,SUPT16H,Gene
Q18051105,Q18051105,DNHD1,Gene
Q18025864,Q18025864,GGT7,Gene
Q18035629,Q18035629,YME1L1,Gene
Q18052077,Q18052077,CPNE9,Gene
Q18030516,Q18030516,PHKA1,Gene
Q18036539,Q18036539,CHSY1,Gene
Q18016454,Q18016454,BDKRB1,Gene
Q17914021,Q17914021,DMBT1,Gene
Q17908744,Q17908744,SLC31A2,Gene
Q18052984,Q18052984,ANKRD24,Gene
Q18044529,Q18044529,PPP4R4,Gene
Q18051473,Q18051473,CD300LF,Gene
Q17544382,Q17544382,KLRK1,Gene
Q18046548,Q18046548,FBXL18,Gene
Q17909077,Q17909077,COX7A2P2,Gene
Q14901964,Q14901964,CASP1,Gene
Q18032974,Q18032974,GALR3,Gene
Q18058487,Q18058487,C5orf56,Gene
Q17832210,Q17832210,ASCL2,Gene
Q18032613,Q18032613,LRP8,Gene
Q14864863,Q14864863,VIM,Gene
Q18047226,Q18047226,DYNLRB1,Gene
Q18041579,Q18041579,FAM90A1,Gene
Q18045970,Q18045970,PRRG4,Gene
Q18069567,Q18069567,ERVK-24,Gene
Q18037884,Q18037884,SUSD5,Gene
Q18016440,Q18016440,ARNTL,Gene
Q18041960,Q18041960,KANSL3,Gene
Q18037810,Q18037810,NSL1,Gene
Q18037690,Q18037690,TMEM59L,Gene
Q20970095,Q20970095,HIF1A,Gene
Q18036703,Q18036703,UHRF1BP1L,Gene
Q18036594,Q18036594,KIFAP3,Gene
Q18045540,Q18045540,OXCT2,Gene
Q18058200,Q18058200,TBC1D3B,Gene
Q18036642,Q18036642,CEP131,Gene
Q18049230,Q18049230,RAB39B,Gene
Q18053258,Q18053258,KHDRBS2,Gene
Q18047416,Q18047416,ATRIP,Gene
Q18044566,Q18044566,ANKRD36B,Gene
Q18061783,Q18061783,CCDC175,Gene
Q18063198,Q18063198,TMEM221,Gene
Q18031052,Q18031052,ARID4A,Gene
Q18042935,Q18042935,SMURF1,Gene
Q14907798,Q14907798,CXCL9,Gene
Q18049190,Q18049190,LRRC58,Gene
Q18028939,Q18028939,MCL1,Gene
Q18044229,Q18044229,KIAA1456,Gene
Q17825336,Q17825336,AMFR,Gene
Q18029218,Q18029218,MMP17,Gene
Q18030430,Q18030430,PDK2,Gene
Q17709256,Q17709256,ACTA1,Gene
Q18048648,Q18048648,MOB1B,Gene
Q18053284,Q18053284,ANKS6,Gene
Q18036133,Q18036133,BTN3A2,Gene
Q18048724,Q18048724,TBC1D31,Gene
Q18051786,Q18051786,ZNF784,Gene
Q20772311,Q20772311,MIR3174,Gene
Q18052529,Q18052529,KRT28,Gene
Q18030571,Q18030571,PKP2,Gene
Q18040605,Q18040605,BTBD1,Gene
Q17912733,Q17912733,DGKG,Gene
Q18031419,Q18031419,CCL24,Gene
Q18080602,Q18080602,MIR6500,Gene
Q18038604,Q18038604,TAF5L,Gene
Q18040101,Q18040101,IGF2-AS,Gene
Q18040292,Q18040292,VGLL1,Gene
Q18041748,Q18041748,SPTLC3,Gene
Q18032045,Q18032045,TNFRSF1B,Gene
Q18047505,Q18047505,DCUN1D5,Gene
Q18054214,Q18054214,C16orf54,Gene
Q18040062,Q18040062,MYO15A,Gene
Q18030522,Q18030522,PHKG2,Gene
Q18042607,Q18042607,SEMA3G,Gene
Q18037127,Q18037127,PPP1R13B,Gene
Q18053584,Q18053584,NYAP1,Gene
Q20970072,Q20970072,ILK,Gene
Q18045651,Q18045651,GMCL1,Gene
Q18025369,Q18025369,GALNT1,Gene
Q18059202,Q18059202,MIR518B,Gene
Q18065476,Q18065476,USP17L10,Gene
Q18039746,Q18039746,DONSON,Gene
Q18035305,Q18035305,MRVI1,Gene
Q18075022,Q18075022,MIR6080,Gene
Q18052370,Q18052370,AK8,Gene
Q18065967,Q18065967,ZNF861P,Gene
Q20763554,Q20763554,MTRNR2L6,Gene
Q18030506,Q18030506,PGM1,Gene
Q18055291,Q18055291,MSL1,Gene
Q18044337,Q18044337,POGK,Gene
Q17832282,Q17832282,ASPH,Gene
Q18032834,Q18032834,HIST1H2AM,Gene
Q18037147,Q18037147,NCAPH,Gene
Q18061900,Q18061900,PPIAL4E,Gene
Q18032410,Q18032410,YWHAZ,Gene
Q14820911,Q14820911,OXT,Gene
Q18046400,Q18046400,ZDHHC11,Gene
Q18080694,Q18080694,MIR6859-1,Gene
Q17710281,Q17710281,ADH1C,Gene
Q18026588,Q18026588,GSTM4,Gene
Q18032083,Q18032083,TPO,Gene
Q18034378,Q18034378,C14orf2,Gene
Q14878168,Q14878168,CLPS,Gene
Q18058952,Q18058952,CHAC2,Gene
Q18057647,Q18057647,C2orf66,Gene
Q18036007,Q18036007,METAP2,Gene
Q18027833,Q18027833,IL5RA,Gene
Q18024743,Q18024743,ADAM2,Gene
Q18035094,Q18035094,ZNF256,Gene
Q18061039,Q18061039,MIR579,Gene
Q18039988,Q18039988,UTP18,Gene
Q18058992,Q18058992,C18orf32,Gene
Q18016430,Q18016430,ALOX12,Gene
Q18035291,Q18035291,TNIP1,Gene
Q18030181,Q18030181,CNOT3,Gene
Q18048201,Q18048201,OTULIN,Gene
Q18048043,Q18048043,KIAA1755,Gene
Q18035421,Q18035421,HOXB13,Gene
Q18038262,Q18038262,SLC17A5,Gene
Q18058913,Q18058913,GIMAP6,Gene
Q18047798,Q18047798,ABHD14B,Gene
Q18054650,Q18054650,C7orf71,Gene
Q18032006,Q18032006,TLE1,Gene
Q18041638,Q18041638,PBRM1,Gene
Q18028280,Q18028280,KIR2DS1,Gene
Q18069310,Q18069310,MIR5689,Gene
